timestamp,open,close,high,low,volume
2018-07-02 00:00:00+00:00,239.6,241.65,242.2,237.05,4988668
2018-07-03 00:00:00+00:00,241.7,241.9,243.6,240.95,2633680
2018-07-04 00:00:00+00:00,242.9,242.8,244.0,241.3,2388982
2018-07-05 00:00:00+00:00,242.0,243.3,243.65,241.6,2504852
2018-07-06 00:00:00+00:00,243.3,242.5,246.0,242.0,2951382
2018-07-09 00:00:00+00:00,244.0,246.95,246.95,243.65,2942036
2018-07-10 00:00:00+00:00,247.15,245.15,247.35,244.2,2411770
2018-07-11 00:00:00+00:00,243.6,243.0,244.2,241.9,2782582
2018-07-12 00:00:00+00:00,242.55,241.55,244.2,239.4,2516420
2018-07-13 00:00:00+00:00,242.35,248.75,248.75,241.4,5369572
2018-07-16 00:00:00+00:00,248.75,247.0,249.9,246.8,4099440
2018-07-17 00:00:00+00:00,246.85,243.6,247.25,243.0,2570346
2018-07-18 00:00:00+00:00,243.55,242.65,245.15,242.4,1755290
2018-07-19 00:00:00+00:00,243.15,239.2,243.9,237.25,3938268
2018-07-20 00:00:00+00:00,239.7,241.25,243.45,236.85,3047826
2018-07-23 00:00:00+00:00,240.9,241.2,244.9,240.9,1487382
2018-07-24 00:00:00+00:00,242.35,241.1,242.35,239.55,2126576
2018-07-25 00:00:00+00:00,238.5,239.75,239.95,235.8,3113210
2018-07-26 00:00:00+00:00,240.25,237.9,241.15,237.65,1629728
2018-07-27 00:00:00+00:00,238.5,239.1,239.75,237.05,1377632
2018-07-30 00:00:00+00:00,238.9,239.85,240.35,237.65,1467282
2018-07-31 00:00:00+00:00,238.1,241.4,241.4,238.1,1861192
2018-08-01 00:00:00+00:00,240.75,241.4,244.3,240.35,2712630
2018-08-02 00:00:00+00:00,241.4,237.9,242.3,237.25,1850576
2018-08-03 00:00:00+00:00,238.4,236.75,238.5,234.7,2037138
2018-08-06 00:00:00+00:00,237.05,234.05,238.15,233.95,2157204
2018-08-07 00:00:00+00:00,234.5,234.0,236.75,232.8,1617552
2018-08-08 00:00:00+00:00,233.25,228.45,234.1,226.5,6029312
2018-08-09 00:00:00+00:00,226.85,225.55,226.85,211.05,12551868
2018-08-10 00:00:00+00:00,225.45,216.85,225.65,214.2,5833986
2018-08-13 00:00:00+00:00,213.0,214.75,218.9,212.55,4392656
2018-08-14 00:00:00+00:00,216.15,218.2,218.5,213.35,3020030
2018-08-15 00:00:00+00:00,217.05,217.0,219.45,215.75,2426108
2018-08-16 00:00:00+00:00,218.0,219.4,219.4,217.4,1568334
2018-08-17 00:00:00+00:00,218.75,218.55,219.45,216.5,1684136
2018-08-20 00:00:00+00:00,219.05,220.75,221.45,219.05,1251152
2018-08-21 00:00:00+00:00,221.0,220.75,222.0,218.55,1590198
2018-08-22 00:00:00+00:00,220.05,215.0,221.0,213.95,4639232
2018-08-23 00:00:00+00:00,214.5,206.95,215.0,205.35,6663304
2018-08-24 00:00:00+00:00,206.5,205.1,207.6,200.9,6485082
2018-08-27 00:00:00+00:00,206.45,210.75,210.75,206.2,2766664
2018-08-28 00:00:00+00:00,211.5,207.65,211.5,207.5,2050346
2018-08-29 00:00:00+00:00,208.0,209.95,209.95,205.35,2439922
2018-08-30 00:00:00+00:00,210.0,206.1,210.85,205.5,2497232
