timestamp,open,close,high,low,volume
2016-01-01 00:00:00+00:00,101.67,101.26,101.85,100.47,3886808
2016-01-04 00:00:00+00:00,101.0,98.01,101.78,97.94,5126455
2016-01-05 00:00:00+00:00,97.88,98.89,99.24,97.16,4907157
2016-01-06 00:00:00+00:00,98.7,96.85,99.56,96.83,4071093
2016-01-07 00:00:00+00:00,98.7,96.85,99.56,96.83,4071093
2016-01-08 00:00:00+00:00,98.7,96.85,99.56,96.83,4071093
2016-01-11 00:00:00+00:00,93.61,91.03,94.89,91.01,8612029
2016-01-12 00:00:00+00:00,89.09,91.71,92.88,88.52,11010905
2016-01-13 00:00:00+00:00,92.75,91.5,93.88,91.25,7416970
2016-01-14 00:00:00+00:00,91.0,93.04,93.15,90.37,8117922
2016-01-15 00:00:00+00:00,92.44,87.27,92.95,86.85,13379120
2016-01-18 00:00:00+00:00,86.01,86.15,88.28,85.1,10057424
2016-01-19 00:00:00+00:00,87.39,86.68,89.7,85.76,11403926
2016-01-20 00:00:00+00:00,84.89,83.83,85.19,82.2,13462468
2016-01-21 00:00:00+00:00,84.25,86.0,87.15,83.27,14386313
2016-01-22 00:00:00+00:00,88.97,91.5,92.28,87.62,20768999
2016-01-25 00:00:00+00:00,92.55,91.0,93.35,90.0,13178476
2016-01-26 00:00:00+00:00,89.06,91.5,91.76,88.74,10537558
2016-01-27 00:00:00+00:00,91.98,95.75,96.26,91.47,15081650
2016-01-28 00:00:00+00:00,95.77,96.69,97.28,94.33,17955594
2016-01-29 00:00:00+00:00,97.47,96.5,98.7,95.12,16540488
2016-02-01 00:00:00+00:00,96.27,96.5,97.49,95.29,8962107
2016-02-02 00:00:00+00:00,95.7,94.4,97.07,93.75,12899906
2016-02-03 00:00:00+00:00,93.91,94.53,96.89,93.71,11270462
2016-02-04 00:00:00+00:00,98.56,97.57,98.56,96.71,12205301
2016-02-05 00:00:00+00:00,97.01,97.2,97.98,96.35,8143416
2016-02-08 00:00:00+00:00,97.05,94.7,97.86,93.85,10620730
2016-02-09 00:00:00+00:00,94.0,93.89,95.63,92.7,12134146
2016-02-10 00:00:00+00:00,93.5,96.35,96.77,93.16,11147816
2016-02-11 00:00:00+00:00,95.71,94.2,96.1,93.05,11537009
2016-02-12 00:00:00+00:00,95.14,94.85,95.67,94.18,7943587
2016-02-15 00:00:00+00:00,96.0,95.25,96.37,94.93,6861099
2016-02-16 00:00:00+00:00,95.99,96.51,97.28,95.7,11494250
2016-02-17 00:00:00+00:00,96.51,99.2,99.38,96.05,11484015
2016-02-18 00:00:00+00:00,99.9,102.7,102.8,99.75,12564625
2016-02-19 00:00:00+00:00,101.99,101.5,103.57,101.0,17160039
2016-02-22 00:00:00+00:00,102.57,103.2,104.39,102.39,6618751
2016-02-23 00:00:00+00:00,102.57,103.2,104.39,102.39,6618751
2016-02-24 00:00:00+00:00,102.0,102.1,102.7,100.79,8914058
2016-02-25 00:00:00+00:00,102.65,104.05,104.35,101.51,11033369
2016-02-26 00:00:00+00:00,105.0,106.24,107.15,104.83,14409154
2016-02-29 00:00:00+00:00,105.5,107.0,107.38,104.81,9179829
2016-03-01 00:00:00+00:00,107.5,108.26,108.79,106.42,11485649
2016-03-02 00:00:00+00:00,109.0,106.12,109.2,106.1,9792408
2016-03-03 00:00:00+00:00,106.7,106.99,107.63,105.4,8018836
2016-03-04 00:00:00+00:00,107.7,108.99,109.02,106.7,8428802
2016-03-07 00:00:00+00:00,109.62,109.47,110.2,108.57,7502108
2016-03-08 00:00:00+00:00,109.62,109.47,110.2,108.57,7502108
2016-03-09 00:00:00+00:00,108.99,108.15,109.07,107.5,7241998
2016-03-10 00:00:00+00:00,108.26,108.84,109.9,107.67,9499480
2016-03-11 00:00:00+00:00,109.2,109.26,109.95,108.55,6133121
2016-03-14 00:00:00+00:00,109.28,109.26,109.56,108.4,6648100
2016-03-15 00:00:00+00:00,109.6,106.46,110.29,106.09,12704383
2016-03-16 00:00:00+00:00,107.2,107.0,107.27,106.12,7583506
2016-03-17 00:00:00+00:00,107.8,109.47,109.49,107.7,9299739
2016-03-18 00:00:00+00:00,109.59,112.4,112.5,108.91,13463075
2016-03-21 00:00:00+00:00,111.5,112.07,112.92,110.5,11556525
2016-03-22 00:00:00+00:00,112.27,111.49,114.19,111.0,10752608
2016-03-23 00:00:00+00:00,111.27,109.1,112.1,108.7,10418574
2016-03-24 00:00:00+00:00,108.59,108.06,109.29,107.05,9343981
2016-03-25 00:00:00+00:00,108.62,109.1,109.5,108.62,3297967
2016-03-28 00:00:00+00:00,110.0,108.12,110.11,107.69,5013041
2016-03-29 00:00:00+00:00,107.91,107.05,108.44,105.35,8683558
2016-03-30 00:00:00+00:00,107.98,109.15,109.91,107.52,8447272
2016-03-31 00:00:00+00:00,108.72,109.9,110.59,107.32,10659012
2016-04-01 00:00:00+00:00,109.3,108.52,109.4,107.01,10127622
2016-04-04 00:00:00+00:00,108.21,108.2,109.69,107.1,8045817
2016-04-05 00:00:00+00:00,107.24,106.87,107.64,106.0,7565598
2016-04-06 00:00:00+00:00,107.63,108.0,108.3,107.05,7557753
2016-04-07 00:00:00+00:00,108.99,108.51,109.38,107.62,8029552
2016-04-08 00:00:00+00:00,108.98,112.92,113.3,108.56,12445044
2016-04-11 00:00:00+00:00,113.0,117.35,117.85,112.62,15070943
2016-04-12 00:00:00+00:00,117.27,117.95,119.39,115.82,12103352
2016-04-13 00:00:00+00:00,118.1,119.5,119.95,117.35,10345065
2016-04-14 00:00:00+00:00,119.01,119.3,119.55,117.89,8798634
2016-04-15 00:00:00+00:00,118.95,119.3,119.91,118.11,7046493
2016-04-18 00:00:00+00:00,117.12,118.2,118.2,116.01,9182801
2016-04-19 00:00:00+00:00,118.9,121.5,123.35,118.78,13782835
2016-04-20 00:00:00+00:00,120.5,123.75,123.97,119.9,10445436
2016-04-21 00:00:00+00:00,124.99,119.17,125.55,118.2,18198988
2016-04-22 00:00:00+00:00,119.68,121.25,121.39,117.9,10303362
2016-04-25 00:00:00+00:00,121.01,120.08,121.51,119.6,6735369
2016-04-26 00:00:00+00:00,119.98,119.7,119.98,116.75,8758298
2016-04-27 00:00:00+00:00,120.25,120.8,122.37,119.57,9077627
2016-04-28 00:00:00+00:00,121.31,124.39,124.39,120.0,8614527
2016-04-29 00:00:00+00:00,124.43,123.55,125.78,122.0,10284500
2016-05-02 00:00:00+00:00,124.43,123.55,125.78,122.0,10284500
2016-05-03 00:00:00+00:00,124.43,123.55,125.78,122.0,10284500
2016-05-04 00:00:00+00:00,121.5,120.96,122.39,119.31,8491983
2016-05-05 00:00:00+00:00,121.46,120.92,122.3,120.4,5606723
2016-05-06 00:00:00+00:00,120.27,120.64,120.86,118.41,7032451
2016-05-09 00:00:00+00:00,120.27,120.64,120.86,118.41,7032451
2016-05-10 00:00:00+00:00,119.8,119.55,121.35,118.57,6614264
2016-05-11 00:00:00+00:00,120.01,123.45,123.62,119.57,8540452
2016-05-12 00:00:00+00:00,123.46,121.2,124.38,121.01,8220185
2016-05-13 00:00:00+00:00,121.5,121.07,121.95,119.69,6373084
2016-05-16 00:00:00+00:00,122.2,122.6,123.62,121.63,5917191
2016-05-17 00:00:00+00:00,122.85,122.71,123.27,120.6,7250510
2016-05-18 00:00:00+00:00,122.49,123.12,123.54,121.83,5004746
2016-05-19 00:00:00+00:00,121.96,120.5,122.17,120.3,7243704
2016-05-20 00:00:00+00:00,121.83,121.9,122.47,120.8,5401428
2016-05-23 00:00:00+00:00,121.3,121.51,122.2,120.12,5640897
2016-05-24 00:00:00+00:00,121.45,123.5,124.07,121.35,5689749
2016-05-25 00:00:00+00:00,124.45,127.87,128.55,124.41,11407367
2016-05-26 00:00:00+00:00,128.54,132.16,133.05,126.9,12531074
2016-05-27 00:00:00+00:00,131.62,133.2,134.79,131.35,8717515
2016-05-30 00:00:00+00:00,133.51,134.45,135.08,132.55,3757508
2016-05-31 00:00:00+00:00,134.79,132.56,135.98,132.56,9336302
2016-06-01 00:00:00+00:00,132.36,131.36,133.21,131.31,6416511
2016-06-02 00:00:00+00:00,131.51,132.3,133.08,130.51,6394730
2016-06-03 00:00:00+00:00,133.07,131.59,134.44,131.04,6820263
2016-06-06 00:00:00+00:00,132.08,133.99,134.74,132.0,4866604
2016-06-07 00:00:00+00:00,134.5,139.97,139.97,134.02,10120530
2016-06-08 00:00:00+00:00,141.12,139.39,142.0,137.44,8854095
2016-06-09 00:00:00+00:00,139.9,139.61,140.71,137.07,5659730
2016-06-10 00:00:00+00:00,137.8,133.5,137.94,133.35,6456943
2016-06-13 00:00:00+00:00,137.8,133.5,137.94,133.35,6456943
2016-06-14 00:00:00+00:00,131.22,127.08,132.37,126.15,10938957
2016-06-15 00:00:00+00:00,126.9,129.89,130.23,126.61,8032494
2016-06-16 00:00:00+00:00,129.0,127.1,129.24,125.85,6716763
2016-06-17 00:00:00+00:00,128.66,128.7,130.75,128.49,6679667
2016-06-20 00:00:00+00:00,132.45,132.13,133.48,131.2,4792158
2016-06-21 00:00:00+00:00,132.1,133.39,133.43,129.94,5240931
2016-06-22 00:00:00+00:00,134.61,134.81,135.79,133.51,4545497
2016-06-23 00:00:00+00:00,134.42,138.0,138.28,133.89,5516387
2016-06-24 00:00:00+00:00,131.5,133.4,133.5,129.12,10740579
2016-06-27 00:00:00+00:00,133.9,126.2,134.83,125.35,11744339
2016-06-28 00:00:00+00:00,127.85,129.57,129.71,125.7,9128818
2016-06-29 00:00:00+00:00,130.63,133.88,133.95,129.82,6721618
2016-06-30 00:00:00+00:00,133.65,133.0,135.34,131.14,8695552
2016-07-01 00:00:00+00:00,133.38,133.85,134.34,131.55,6456229
2016-07-04 00:00:00+00:00,134.65,134.6,135.84,133.8,3797479
2016-07-05 00:00:00+00:00,133.9,131.85,133.9,131.73,4424096
2016-07-06 00:00:00+00:00,131.51,129.36,132.04,127.85,7046097
2016-07-07 00:00:00+00:00,130.49,131.8,133.5,130.02,7752492
2016-07-08 00:00:00+00:00,130.63,134.41,134.49,130.35,7576339
2016-07-11 00:00:00+00:00,134.92,137.2,137.77,134.52,6983636
2016-07-12 00:00:00+00:00,137.55,140.4,140.47,136.9,6379971
2016-07-13 00:00:00+00:00,140.29,139.4,141.35,137.88,8567001
2016-07-14 00:00:00+00:00,140.0,140.0,140.65,137.57,6135291
2016-07-15 00:00:00+00:00,139.39,138.12,139.74,137.25,5355179
2016-07-18 00:00:00+00:00,138.43,139.93,139.93,137.9,4693276
2016-07-19 00:00:00+00:00,139.75,139.47,141.1,138.42,5321998
2016-07-20 00:00:00+00:00,139.55,138.57,140.0,137.41,6345100
2016-07-21 00:00:00+00:00,139.3,138.5,139.85,137.8,3241772
2016-07-22 00:00:00+00:00,137.86,137.8,138.87,137.57,3362113
2016-07-25 00:00:00+00:00,138.2,136.0,138.66,135.5,4709161
2016-07-26 00:00:00+00:00,136.2,135.75,136.7,133.33,6511217
2016-07-27 00:00:00+00:00,136.1,136.9,137.6,135.2,6246327
2016-07-28 00:00:00+00:00,137.0,136.85,137.34,134.82,5641155
2016-07-29 00:00:00+00:00,136.57,139.15,139.81,135.93,5919389
2016-08-01 00:00:00+00:00,140.0,138.52,141.21,137.59,4715387
2016-08-02 00:00:00+00:00,138.45,135.06,138.6,135.0,5723014
2016-08-03 00:00:00+00:00,134.73,135.73,136.2,134.27,4679006
2016-08-04 00:00:00+00:00,136.47,137.14,137.6,136.02,4161313
2016-08-05 00:00:00+00:00,137.48,138.69,138.89,137.31,4450046
2016-08-08 00:00:00+00:00,139.01,139.45,140.1,138.0,4354444
2016-08-09 00:00:00+00:00,139.21,139.2,140.25,137.85,5233438
2016-08-10 00:00:00+00:00,139.2,138.3,139.8,138.14,3620822
2016-08-11 00:00:00+00:00,138.16,139.7,139.74,137.68,3836308
2016-08-12 00:00:00+00:00,140.2,139.45,141.39,139.1,4440857
2016-08-15 00:00:00+00:00,140.25,139.5,140.49,138.86,4024625
2016-08-16 00:00:00+00:00,139.5,138.1,141.08,138.03,6497685
2016-08-17 00:00:00+00:00,138.2,138.44,138.8,137.17,4275459
2016-08-18 00:00:00+00:00,138.72,137.0,140.14,136.2,6219211
2016-08-19 00:00:00+00:00,137.7,135.8,137.7,135.52,4260110
2016-08-22 00:00:00+00:00,135.15,137.37,137.47,134.6,4752840
2016-08-23 00:00:00+00:00,137.0,140.35,140.48,136.9,5922456
2016-08-24 00:00:00+00:00,139.7,139.5,140.5,138.52,4646633
2016-08-25 00:00:00+00:00,139.99,142.84,142.9,139.67,7607881
2016-08-26 00:00:00+00:00,143.2,145.25,145.6,143.2,7519570
2016-08-29 00:00:00+00:00,144.47,143.55,144.47,142.51,4565696
2016-08-30 00:00:00+00:00,143.58,143.18,145.3,143.18,5050027
2016-08-31 00:00:00+00:00,143.2,143.5,144.05,142.55,4530583
2016-09-01 00:00:00+00:00,143.96,144.25,144.78,143.6,4196310
2016-09-02 00:00:00+00:00,144.45,146.88,147.09,143.82,5384556
2016-09-05 00:00:00+00:00,147.5,149.5,149.6,147.09,5960030
2016-09-06 00:00:00+00:00,149.8,150.64,150.81,149.06,6019987
2016-09-07 00:00:00+00:00,150.95,154.33,155.03,150.92,9530049
2016-09-08 00:00:00+00:00,155.23,153.45,156.25,152.67,6475283
2016-09-09 00:00:00+00:00,152.71,151.6,152.84,151.22,3378655
2016-09-12 00:00:00+00:00,149.73,151.43,151.69,148.65,5612424
2016-09-13 00:00:00+00:00,151.5,149.8,152.1,149.25,3617759
2016-09-14 00:00:00+00:00,149.85,150.86,151.55,149.35,3873008
2016-09-15 00:00:00+00:00,150.51,149.14,150.78,148.06,4515229
2016-09-16 00:00:00+00:00,149.3,147.0,149.68,147.0,4992908
2016-09-19 00:00:00+00:00,148.8,148.66,149.91,148.07,3898637
2016-09-20 00:00:00+00:00,148.12,149.3,149.4,147.04,3519721
2016-09-21 00:00:00+00:00,149.85,150.67,151.54,149.72,4382561
2016-09-22 00:00:00+00:00,152.54,154.18,154.5,151.62,6619251
2016-09-23 00:00:00+00:00,153.73,151.5,153.76,150.13,5120187
2016-09-26 00:00:00+00:00,149.9,149.1,152.45,148.7,5207857
2016-09-27 00:00:00+00:00,149.55,147.53,149.69,147.28,4047655
2016-09-28 00:00:00+00:00,148.12,147.18,149.34,146.71,4032200
2016-09-29 00:00:00+00:00,150.2,148.47,150.88,148.05,5672801
2016-09-30 00:00:00+00:00,147.0,145.34,147.0,144.6,5803752
2016-10-03 00:00:00+00:00,146.0,148.87,148.87,145.75,4799388
2016-10-04 00:00:00+00:00,149.1,148.1,149.12,146.21,4648655
2016-10-05 00:00:00+00:00,148.14,147.95,148.4,146.3,3799381
2016-10-06 00:00:00+00:00,148.34,148.9,149.69,147.55,3271669
2016-10-07 00:00:00+00:00,149.6,148.74,150.5,147.89,4944017
2016-10-10 00:00:00+00:00,149.33,151.27,151.3,148.36,3750966
2016-10-11 00:00:00+00:00,150.89,151.3,152.44,150.51,4638724
2016-10-12 00:00:00+00:00,151.2,149.2,151.59,148.81,3536625
2016-10-13 00:00:00+00:00,148.64,146.09,148.65,145.76,5283836
2016-10-14 00:00:00+00:00,146.65,146.73,147.96,146.16,3712362
2016-10-17 00:00:00+00:00,146.5,146.46,147.13,145.54,4261624
2016-10-18 00:00:00+00:00,147.48,147.74,148.44,147.02,3295500
2016-10-19 00:00:00+00:00,148.39,148.6,149.2,148.07,3187442
2016-10-20 00:00:00+00:00,148.8,148.26,149.0,147.29,3426657
2016-10-21 00:00:00+00:00,148.01,148.42,148.84,147.48,2332981
2016-10-24 00:00:00+00:00,149.21,149.15,150.45,148.94,3745391
2016-10-25 00:00:00+00:00,149.74,151.57,152.23,149.22,3616104
2016-10-26 00:00:00+00:00,151.23,150.67,151.7,149.75,3595206
2016-10-27 00:00:00+00:00,150.57,149.3,151.62,149.3,2873920
