ticker,stage,model,rmse,mape,da,time,load_time,predictions,actual,features_count,features,valid_predictions,total_predictions,model_key,experiment_id
AFLT,1,amazon/chronos-t5-tiny,1.3919569044733227,1.670273837447924,44.44444444444444,0.05533354282379151,4.7523698806762695,"[71.5435791015625, 70.89796447753906, 72.38241577148438, 73.87883758544922, 72.26728057861328, 72.28063201904297, 74.3955078125, 73.8819351196289, 74.97057342529297, 72.86372375488281]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",1,['close'],10,10,chronos-t5-tiny,1
AFLT,1,amazon/chronos-t5-mini,1.5361401718435186,1.8588748242069206,33.33333333333333,0.02810351848602295,1.3084330558776855,"[71.5435791015625, 71.42313385009766, 71.85790252685547, 72.30694580078125, 72.79095458984375, 72.80440521240234, 74.91941833496094, 73.8819351196289, 76.01912689208984, 73.38792419433594]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",1,['close'],10,10,chronos-t5-mini,2
AFLT,1,amazon/chronos-t5-small,1.3227297191739718,1.5304651093763504,44.44444444444444,0.04843590259552002,1.3468694686889648,"[71.01751708984375, 70.37279510498047, 72.90692138671875, 73.35487365722656, 72.79095458984375, 73.32817840576172, 74.3955078125, 73.8819351196289, 74.97057342529297, 73.38792419433594]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",1,['close'],10,10,chronos-t5-small,3
AFLT,1,amazon/chronos-t5-base,1.420130991626793,1.604004345785772,44.44444444444444,0.16701595783233641,1.5869457721710205,"[71.5435791015625, 70.89796447753906, 72.90692138671875, 72.8309097290039, 73.31462860107422, 72.28063201904297, 74.3955078125, 74.40592193603516, 74.97057342529297, 73.38792419433594]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",1,['close'],10,10,chronos-t5-base,4
AFLT,1,amazon/chronos-t5-large,1.527156875911367,1.8103675979779306,55.55555555555556,0.542223858833313,1.8457465171813965,"[71.01751708984375, 70.37279510498047, 71.85790252685547, 73.87883758544922, 72.79095458984375, 72.80440521240234, 73.87159729003906, 74.92990112304688, 75.4948501586914, 73.38792419433594]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",1,['close'],10,10,chronos-t5-large,5
AFLT,6,amazon/chronos-t5-tiny,1.880355214726851,2.0032955998053446,44.44444444444444,0.014436554908752442,1.2099289894104004,"[70.49146270751953, 68.79728698730469, 72.38241577148438, 73.35487365722656, 72.26728057861328, 71.7568588256836, 73.3476791381836, 73.8819351196289, 74.44630432128906, 73.91212463378906]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-tiny,6
AFLT,6,amazon/chronos-t5-mini,1.4648055927621066,1.8680210329698212,44.44444444444444,0.017967844009399415,1.2283844947814941,"[72.06963348388672, 70.37279510498047, 72.38241577148438, 73.35487365722656, 73.31462860107422, 72.80440521240234, 73.87159729003906, 73.8819351196289, 74.97057342529297, 72.86372375488281]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-mini,7
AFLT,6,amazon/chronos-t5-small,1.707327740803256,2.029843267313244,22.22222222222222,0.02967696189880371,1.5027101039886475,"[71.01751708984375, 70.37279510498047, 70.28437805175781, 73.35487365722656, 73.31462860107422, 72.80440521240234, 75.4433364868164, 74.40592193603516, 74.44630432128906, 73.38792419433594]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-small,8
AFLT,6,amazon/chronos-t5-base,2.059540830773881,2.492945268558713,44.44444444444444,0.08521432876586914,1.4556992053985596,"[73.12174224853516, 70.37279510498047, 71.85790252685547, 74.9267578125, 72.79095458984375, 72.28063201904297, 74.91941833496094, 74.92990112304688, 76.01912689208984, 73.91212463378906]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-base,9
AFLT,6,amazon/chronos-t5-large,1.4678346928298716,1.644362563986321,55.55555555555556,0.298232889175415,1.8947796821594238,"[71.5435791015625, 70.37279510498047, 73.43143463134766, 73.35487365722656, 71.74360656738281, 71.7568588256836, 74.91941833496094, 74.40592193603516, 74.97057342529297, 72.86372375488281]","[70.18, 72.45, 73.49, 72.73, 72.17, 74.54, 74.31, 74.87, 73.5, 70.79]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-large,10
