ticker,stage,model,rmse,mape,da,time,load_time,predictions,actual,features_count,features,valid_predictions,total_predictions,model_key,experiment_id
LKOH,1,amazon/chronos-t5-tiny,90.65983072143794,1.203758936974386,66.66666666666666,0.013388681411743163,1.360813856124878,"[6712.52734375, 6640.46435546875, 6724.11328125, 6807.95263671875, 6741.048828125, 6674.35400390625, 6813.64501953125, 6953.11181640625, 6890.05517578125, 6829.20849609375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",1,['close'],10,10,chronos-t5-tiny,11
LKOH,1,amazon/chronos-t5-mini,76.41518469839521,0.9325806378548647,66.66666666666666,0.0184128999710083,1.319577693939209,"[6712.52734375, 6691.9404296875, 6775.4423828125, 6705.57763671875, 6792.1171875, 6725.30322265625, 6813.64501953125, 6902.35888671875, 6839.39306640625, 6829.20849609375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",1,['close'],10,10,chronos-t5-mini,12
LKOH,1,amazon/chronos-t5-small,83.87804287579951,1.0925292721757973,66.66666666666666,0.029236745834350587,1.2906129360198975,"[6712.52734375, 6588.98779296875, 6724.11328125, 6807.95263671875, 6741.048828125, 6725.30322265625, 6864.49267578125, 6902.35888671875, 6890.05517578125, 6829.20849609375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",1,['close'],10,10,chronos-t5-small,13
LKOH,1,amazon/chronos-t5-base,91.80829821541761,1.2415090029002644,44.44444444444444,0.08502593040466308,1.4364550113677979,"[6764.16259765625, 6640.46435546875, 6724.11328125, 6756.76513671875, 6792.1171875, 6725.30322265625, 6813.64501953125, 6851.6064453125, 6890.05517578125, 6829.20849609375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",1,['close'],10,10,chronos-t5-base,14
LKOH,1,amazon/chronos-t5-large,88.51704539776318,1.205910829790836,66.66666666666666,0.30942370891571047,1.6644010543823242,"[6712.52734375, 6588.98779296875, 6724.11328125, 6807.95263671875, 6741.048828125, 6725.30322265625, 6813.64501953125, 6953.11181640625, 6890.05517578125, 6829.20849609375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",1,['close'],10,10,chronos-t5-large,15
LKOH,6,amazon/chronos-t5-tiny,89.94413719777798,1.0745972005915574,77.77777777777779,0.016941022872924805,1.196805477142334,"[6609.2578125, 6588.98779296875, 6621.45458984375, 6756.76513671875, 6741.048828125, 6776.25244140625, 6864.49267578125, 6902.35888671875, 6890.05517578125, 6879.794921875]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-tiny,16
LKOH,6,amazon/chronos-t5-mini,101.30780283836692,1.197672537735495,55.55555555555556,0.015493130683898926,1.1814799308776855,"[6712.52734375, 6640.46435546875, 6775.4423828125, 6705.57763671875, 6741.048828125, 6674.35400390625, 6864.49267578125, 6953.11181640625, 6890.05517578125, 6930.3818359375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-mini,17
LKOH,6,amazon/chronos-t5-small,94.39988447206002,1.0817853916125881,44.44444444444444,0.027067399024963378,1.338287115097046,"[6712.52734375, 6588.98779296875, 6775.4423828125, 6807.95263671875, 6689.97998046875, 6674.35400390625, 6915.3408203125, 6902.35888671875, 6940.71728515625, 6829.20849609375]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-small,18
LKOH,6,amazon/chronos-t5-base,87.95412547182396,1.011800408465298,66.66666666666666,0.08865270614624024,1.273400068283081,"[6660.892578125, 6640.46435546875, 6724.11328125, 6756.76513671875, 6741.048828125, 6674.35400390625, 6864.49267578125, 6902.35888671875, 6890.05517578125, 6879.794921875]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-base,19
LKOH,6,amazon/chronos-t5-large,89.2512306957983,1.1299442086719358,66.66666666666666,0.30455451011657714,1.4851038455963135,"[6764.16259765625, 6691.9404296875, 6724.11328125, 6756.76513671875, 6741.048828125, 6725.30322265625, 6864.49267578125, 7003.8642578125, 6890.05517578125, 6879.794921875]","[6629.5, 6732.5, 6764.0, 6743.0, 6683.5, 6856.5, 6904.0, 6914.0, 6827.0, 6725.0]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-large,20
MOEX,1,amazon/chronos-t5-tiny,4.750306320872146,1.798082501840877,33.33333333333333,0.015042686462402343,1.2031078338623047,"[195.02096557617188, 191.18893432617188, 196.55599975585938, 205.11691284179688, 203.23280334472656, 209.0989990234375, 207.3684844970703, 207.0857696533203, 208.3139190673828, 203.4266815185547]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",1,['close'],10,10,chronos-t5-tiny,21
MOEX,1,amazon/chronos-t5-mini,5.6291266541562495,2.387608303093702,44.44444444444444,0.019272589683532716,1.217851161956787,"[198.0681610107422, 191.18893432617188, 195.04403686523438, 202.10049438476562, 206.24366760253906, 210.6033172607422, 208.87115478515625, 205.5851593017578, 211.3112335205078, 203.4266815185547]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",1,['close'],10,10,chronos-t5-mini,22
MOEX,1,amazon/chronos-t5-small,4.337636448164206,1.862090843361413,44.44444444444444,0.02943425178527832,1.2502219676971436,"[195.02096557617188, 192.706298828125, 198.06797790527344, 206.6251220703125, 203.23280334472656, 210.6033172607422, 210.3738250732422, 208.58639526367188, 206.8152618408203, 203.4266815185547]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",1,['close'],10,10,chronos-t5-small,23
MOEX,1,amazon/chronos-t5-base,4.886128306523225,2.0764341270209172,55.55555555555556,0.08843603134155273,1.2885963916778564,"[196.5445556640625, 191.18893432617188, 196.55599975585938, 206.6251220703125, 206.24366760253906, 210.6033172607422, 204.36314392089844, 208.58639526367188, 208.3139190673828, 204.92247009277344]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",1,['close'],10,10,chronos-t5-base,24
MOEX,1,amazon/chronos-t5-large,4.778739880911661,1.8916473760977677,44.44444444444444,0.314481520652771,1.662410020828247,"[193.4973602294922, 189.67156982421875, 198.06797790527344, 206.6251220703125, 203.23280334472656, 207.59469604492188, 205.86581420898438, 207.0857696533203, 208.3139190673828, 204.92247009277344]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",1,['close'],10,10,chronos-t5-large,25
MOEX,6,amazon/chronos-t5-tiny,4.444418369781111,1.6570866510205395,66.66666666666666,0.013090252876281738,1.2120108604431152,"[196.5445556640625, 191.18893432617188, 196.55599975585938, 205.11691284179688, 206.24366760253906, 209.0989990234375, 207.3684844970703, 208.58639526367188, 206.8152618408203, 203.4266815185547]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-tiny,26
MOEX,6,amazon/chronos-t5-mini,5.187641208003054,2.0861506492908117,33.33333333333333,0.017648530006408692,1.2263169288635254,"[195.02096557617188, 194.2236785888672, 195.04403686523438, 208.13333129882812, 203.23280334472656, 209.0989990234375, 210.3738250732422, 207.0857696533203, 206.8152618408203, 206.41824340820312]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-mini,27
MOEX,6,amazon/chronos-t5-small,5.234064388693518,2.086714538855321,33.33333333333333,0.029409909248352052,1.2824921607971191,"[193.4973602294922, 191.18893432617188, 198.06797790527344, 214.1661834716797, 203.23280334472656, 209.0989990234375, 207.3684844970703, 207.0857696533203, 208.3139190673828, 203.4266815185547]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-small,28
MOEX,6,amazon/chronos-t5-base,4.56367403486394,1.943932899810961,33.33333333333333,0.09090490341186523,1.3399066925048828,"[195.02096557617188, 191.18893432617188, 199.57994079589844, 205.11691284179688, 204.7382354736328, 210.6033172607422, 208.87115478515625, 205.5851593017578, 211.3112335205078, 203.4266815185547]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-base,29
MOEX,6,amazon/chronos-t5-large,4.502881328036398,1.8953330344130417,55.55555555555556,0.314945650100708,2.0889437198638916,"[195.02096557617188, 191.18893432617188, 199.57994079589844, 208.13333129882812, 207.74908447265625, 206.09039306640625, 205.86581420898438, 208.58639526367188, 211.3112335205078, 204.92247009277344]","[191.61, 197.45, 206.39, 205.01, 209.57, 208.02, 207.16, 207.87, 203.68, 199.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-large,30
NVTK,1,amazon/chronos-t5-tiny,35.71561107836657,2.677229092148819,44.44444444444444,0.014066290855407716,1.1322803497314453,"[1162.5328369140625, 1178.9857177734375, 1222.5775146484375, 1192.8271484375, 1217.842529296875, 1243.2261962890625, 1224.582275390625, 1260.488525390625, 1315.1390380859375, 1242.7325439453125]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",1,['close'],10,10,chronos-t5-tiny,31
NVTK,1,amazon/chronos-t5-mini,42.21221605867711,2.7365438560923923,44.44444444444444,0.01878509521484375,1.183074951171875,"[1171.6151123046875, 1206.193115234375, 1222.5775146484375, 1192.8271484375, 1253.9267578125, 1252.235107421875, 1242.5908203125, 1233.4781494140625, 1324.1468505859375, 1278.7537841796875]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",1,['close'],10,10,chronos-t5-mini,32
NVTK,1,amazon/chronos-t5-small,44.87490930731316,2.9647635753452852,44.44444444444444,0.030317044258117674,1.2463057041168213,"[1180.6973876953125, 1188.0548095703125, 1231.6336669921875, 1192.8271484375, 1235.8846435546875, 1243.2261962890625, 1233.5865478515625, 1251.485107421875, 1333.154541015625, 1296.7645263671875]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",1,['close'],10,10,chronos-t5-small,33
NVTK,1,amazon/chronos-t5-base,39.5878473917801,2.698377729392564,44.44444444444444,0.08375208377838135,1.7850773334503174,"[1171.6151123046875, 1169.9166259765625, 1222.5775146484375, 1192.8271484375, 1235.8846435546875, 1234.21728515625, 1233.5865478515625, 1251.485107421875, 1306.1312255859375, 1278.7537841796875]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",1,['close'],10,10,chronos-t5-base,34
NVTK,1,amazon/chronos-t5-large,43.60050660906176,3.2745838419960274,44.44444444444444,0.31289651393890383,2.123555898666382,"[1144.3682861328125, 1178.9857177734375, 1231.6336669921875, 1183.79052734375, 1235.8846435546875, 1261.2440185546875, 1215.5780029296875, 1251.485107421875, 1297.1234130859375, 1278.7537841796875]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",1,['close'],10,10,chronos-t5-large,35
NVTK,6,amazon/chronos-t5-tiny,41.35354020333526,2.8312067015906988,44.44444444444444,0.014964818954467773,1.1551601886749268,"[1162.5328369140625, 1188.0548095703125, 1204.46533203125, 1192.8271484375, 1208.821533203125, 1234.21728515625, 1233.5865478515625, 1242.4815673828125, 1315.1390380859375, 1278.7537841796875]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-tiny,36
NVTK,6,amazon/chronos-t5-mini,38.48862314340807,2.748310447071044,33.33333333333333,0.0183276891708374,1.2329952716827393,"[1171.6151123046875, 1169.9166259765625, 1222.5775146484375, 1192.8271484375, 1226.8636474609375, 1252.235107421875, 1242.5908203125, 1251.485107421875, 1315.1390380859375, 1260.7431640625]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-mini,37
NVTK,6,amazon/chronos-t5-small,38.52496103146841,2.6833560589565693,44.44444444444444,0.033921217918395995,1.244107723236084,"[1171.6151123046875, 1188.0548095703125, 1213.5213623046875, 1174.75390625, 1217.842529296875, 1270.2528076171875, 1242.5908203125, 1260.488525390625, 1279.107666015625, 1278.7537841796875]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-small,38
NVTK,6,amazon/chronos-t5-base,39.912926543368656,2.7678661551323387,44.44444444444444,0.0846219778060913,1.3114898204803467,"[1153.4505615234375, 1206.193115234375, 1213.5213623046875, 1165.7174072265625, 1226.8636474609375, 1234.21728515625, 1215.5780029296875, 1260.488525390625, 1315.1390380859375, 1260.7431640625]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-base,39
NVTK,6,amazon/chronos-t5-large,39.15215659488649,2.8510404226400783,66.66666666666666,0.3124974250793457,1.5144128799438477,"[1162.5328369140625, 1178.9857177734375, 1240.6898193359375, 1192.8271484375, 1244.90576171875, 1216.1995849609375, 1224.582275390625, 1251.485107421875, 1306.1312255859375, 1260.7431640625]","[1190.2, 1219.8, 1193.0, 1237.0, 1244.8, 1235.4, 1249.0, 1314.6, 1266.2, 1214.6]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']",10,10,chronos-t5-large,40
PIKK,1,amazon/chronos-t5-tiny,17.046875367810706,2.694703902683223,55.55555555555556,0.012770795822143554,1.1759746074676514,"[436.22113037109375, 427.8913269042969, 452.5625915527344, 473.35418701171875, 470.0500793457031, 499.6205749511719, 512.8280029296875, 514.0145874023438, 519.1741943359375, 497.0243835449219]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close'],10,10,chronos-t5-tiny,41
PIKK,1,amazon/chronos-t5-mini,18.89231231466949,3.110849997230987,55.55555555555556,0.02036902904510498,1.2222139835357666,"[427.9121398925781, 427.8913269042969, 448.4854431152344, 461.2169189453125, 470.0500793457031, 511.6114807128906, 520.77880859375, 517.9685668945312, 527.0404663085938, 500.9379577636719]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close'],10,10,chronos-t5-mini,42
PIKK,1,amazon/chronos-t5-small,17.494400018322384,2.7782746922066606,88.88888888888889,0.028250980377197265,1.2365667819976807,"[436.22113037109375, 440.2343444824219, 440.3311767578125, 477.39996337890625, 482.1026306152344, 511.6114807128906, 516.8034057617188, 533.784423828125, 523.1072998046875, 500.9379577636719]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close'],10,10,chronos-t5-small,43
PIKK,1,amazon/chronos-t5-base,20.91691917394874,3.277223595833746,44.44444444444444,0.08249919414520264,1.3528013229370117,"[440.3756103515625, 440.2343444824219, 440.3311767578125, 469.3084411621094, 466.0325622558594, 499.6205749511719, 516.8034057617188, 514.0145874023438, 527.0404663085938, 508.7651062011719]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close'],10,10,chronos-t5-base,44
PIKK,1,amazon/chronos-t5-large,22.45682861212798,3.2728560804320903,55.55555555555556,0.3298134088516235,2.275256633758545,"[432.0666198730469, 427.8913269042969, 428.0997619628906, 489.5372314453125, 466.0325622558594, 515.6084594726562, 508.8525695800781, 514.0145874023438, 507.374755859375, 497.0243835449219]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close'],10,10,chronos-t5-large,45
