timestamp,open,close,high,low,volume,anomaly,method,date,kernai_daily_avg,gigachat_daily_avg,deepseek_daily_avg,daily_headlines,weighted_score_base,weighted_score_with_decay,return
2016-01-01 00:00:00+00:00,55.97,56.1,56.37,55.85,104110,0.0,pelt_rbf,2016-01-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,
2016-01-04 00:00:00+00:00,55.98,56.2,56.41,55.47,93320,0.0,pelt_rbf,2016-01-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0017825311942958333
2016-01-05 00:00:00+00:00,55.7,54.45,56.32,54.45,314690,0.0,pelt_rbf,2016-01-05,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.03113879003558717
2016-01-06 00:00:00+00:00,54.5,54.05,54.57,53.24,301600,0.0,pelt_rbf,2016-01-06,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.007346189164371131
2016-01-07 00:00:00+00:00,54.5,54.05,54.57,53.24,301600,0.0,pelt_rbf,2016-01-07,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-01-08 00:00:00+00:00,54.5,54.05,54.57,53.24,301600,0.0,pelt_rbf,2016-01-08,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-01-11 00:00:00+00:00,53.4,52.06,53.41,51.52,273950,0.0,pelt_rbf,2016-01-11,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.036817761332099797
2016-01-12 00:00:00+00:00,51.96,53.25,53.3,51.0,295700,0.0,pelt_rbf,2016-01-12,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.022858240491740345
2016-01-13 00:00:00+00:00,53.12,55.0,55.32,53.12,448660,0.0,pelt_rbf,2016-01-13,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.032863849765258246
2016-01-14 00:00:00+00:00,54.57,53.6,54.87,52.82,308110,0.0,pelt_rbf,2016-01-14,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.025454545454545396
2016-01-15 00:00:00+00:00,53.4,51.98,54.75,51.0,386220,0.0,pelt_rbf,2016-01-15,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.030223880597014974
2016-01-18 00:00:00+00:00,51.31,50.4,52.28,50.2,353320,0.0,pelt_rbf,2016-01-18,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.030396306271642914
2016-01-19 00:00:00+00:00,51.0,52.06,53.1,50.94,405840,0.0,pelt_rbf,2016-01-19,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.03293650793650804
2016-01-20 00:00:00+00:00,51.85,52.0,52.32,50.73,213760,0.0,pelt_rbf,2016-01-20,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0011525163273147232
2016-01-21 00:00:00+00:00,52.44,50.99,53.0,50.79,406720,0.0,pelt_rbf,2016-01-21,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.019423076923076876
2016-01-22 00:00:00+00:00,52.3,52.03,52.87,51.21,481820,0.0,pelt_rbf,2016-01-22,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.020396156109040886
2016-01-25 00:00:00+00:00,52.6,51.1,52.67,50.8,422710,0.0,pelt_rbf,2016-01-25,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.017874303286565474
2016-01-26 00:00:00+00:00,50.9,51.28,51.48,50.54,200550,0.0,pelt_rbf,2016-01-26,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.003522504892367939
2016-01-27 00:00:00+00:00,51.49,50.99,51.6,50.6,362000,0.0,pelt_rbf,2016-01-27,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.005655226209048347
2016-01-28 00:00:00+00:00,51.0,50.89,51.43,50.08,658820,0.0,pelt_rbf,2016-01-28,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.001961168856638551
2016-01-29 00:00:00+00:00,51.2,50.5,51.2,50.27,266400,0.0,pelt_rbf,2016-01-29,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0076635881312635545
2016-02-01 00:00:00+00:00,50.95,54.77,55.24,50.72,2049050,0.0,pelt_rbf,2016-02-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.08455445544554463
2016-02-02 00:00:00+00:00,54.4,54.1,55.89,53.15,793230,0.0,pelt_rbf,2016-02-02,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.012232974255979578
2016-02-03 00:00:00+00:00,54.0,53.84,55.25,53.29,379610,0.0,pelt_rbf,2016-02-03,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.004805914972273562
2016-02-04 00:00:00+00:00,54.1,54.89,55.05,53.85,386470,0.0,pelt_rbf,2016-02-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.01950222882615149
2016-02-05 00:00:00+00:00,54.7,57.3,57.3,54.53,656700,0.0,pelt_rbf,2016-02-05,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0439059938057933
2016-02-08 00:00:00+00:00,57.3,57.35,58.65,56.0,587880,0.0,pelt_rbf,2016-02-08,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0008726003490402423
2016-02-09 00:00:00+00:00,57.5,56.66,57.93,55.2,578920,0.0,pelt_rbf,2016-02-09,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.012031386224934715
2016-02-10 00:00:00+00:00,56.5,55.8,56.8,55.02,321420,0.0,pelt_rbf,2016-02-10,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.015178256265443002
2016-02-11 00:00:00+00:00,55.52,53.64,56.0,52.82,564730,0.0,pelt_rbf,2016-02-11,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.03870967741935483
