timestamp,open,close,high,low,volume,anomaly,method,date,kernai_daily_avg,gigachat_daily_avg,deepseek_daily_avg,daily_headlines,weighted_score_base,weighted_score_with_decay,return
2016-01-01 00:00:00+00:00,218.5,219.0,220.2,216.0,200400,0.0,pelt_rbf,2016-01-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,
2016-01-04 00:00:00+00:00,216.6,215.5,219.0,214.1,51800,0.0,pelt_rbf,2016-01-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.01598173515981738
2016-01-05 00:00:00+00:00,214.5,213.2,215.4,209.5,36900,0.0,pelt_rbf,2016-01-05,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.010672853828306295
2016-01-06 00:00:00+00:00,212.7,212.5,214.0,212.5,25700,0.0,pelt_rbf,2016-01-06,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0032833020637897947
2016-01-07 00:00:00+00:00,212.7,212.5,214.0,212.5,25700,0.0,pelt_rbf,2016-01-07,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-01-08 00:00:00+00:00,212.7,212.5,214.0,212.5,25700,0.0,pelt_rbf,2016-01-08,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-01-11 00:00:00+00:00,210.9,209.1,212.4,208.2,203200,0.0,pelt_rbf,2016-01-11,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.016000000000000014
2016-01-12 00:00:00+00:00,208.9,210.1,212.8,206.3,574100,0.0,pelt_rbf,2016-01-12,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.004782400765184214
2016-01-13 00:00:00+00:00,210.1,211.7,212.0,206.8,295000,0.0,pelt_rbf,2016-01-13,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.007615421227986641
2016-01-14 00:00:00+00:00,209.3,210.0,211.1,209.1,1830800,0.0,pelt_rbf,2016-01-14,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.008030231459612569
2016-01-15 00:00:00+00:00,209.4,211.6,214.0,209.4,402000,0.0,pelt_rbf,2016-01-15,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.007619047619047636
2016-01-18 00:00:00+00:00,208.9,211.3,213.2,208.6,61800,0.0,pelt_rbf,2016-01-18,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0014177693761814325
2016-01-19 00:00:00+00:00,207.3,210.0,215.0,205.0,1239800,0.0,pelt_rbf,2016-01-19,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.006152389966871841
2016-01-20 00:00:00+00:00,207.0,212.5,213.4,193.5,1572000,0.0,pelt_rbf,2016-01-20,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.011904761904761862
2016-01-21 00:00:00+00:00,206.1,210.1,212.5,206.1,1267400,0.0,pelt_rbf,2016-01-21,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.011294117647058899
2016-01-22 00:00:00+00:00,210.0,210.0,211.8,205.1,3119900,0.0,pelt_rbf,2016-01-22,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0004759638267491928
2016-01-25 00:00:00+00:00,210.0,210.1,212.2,206.8,94200,0.0,pelt_rbf,2016-01-25,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0004761904761905189
2016-01-26 00:00:00+00:00,210.0,212.0,213.2,210.0,42600,0.0,pelt_rbf,2016-01-26,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.009043312708234108
2016-01-27 00:00:00+00:00,211.9,218.6,218.6,211.1,104200,0.0,pelt_rbf,2016-01-27,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.031132075471698162
2016-01-28 00:00:00+00:00,220.0,214.0,220.9,214.0,141000,0.0,pelt_rbf,2016-01-28,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.021043000914913068
2016-01-29 00:00:00+00:00,215.9,210.1,216.9,208.7,648800,0.0,pelt_rbf,2016-01-29,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.018224299065420557
2016-02-01 00:00:00+00:00,211.5,215.0,215.8,210.2,317400,0.0,pelt_rbf,2016-02-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.023322227510709226
2016-02-02 00:00:00+00:00,213.6,213.8,216.0,210.3,142100,0.0,pelt_rbf,2016-02-02,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.00558139534883717
2016-02-03 00:00:00+00:00,209.3,210.7,212.3,209.0,215000,0.0,pelt_rbf,2016-02-03,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.014499532273152593
2016-02-04 00:00:00+00:00,209.6,218.4,218.5,209.5,334800,0.0,pelt_rbf,2016-02-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.036544850498339
2016-02-05 00:00:00+00:00,215.4,210.7,217.5,209.5,159800,0.0,pelt_rbf,2016-02-05,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.03525641025641035
2016-02-08 00:00:00+00:00,210.7,208.6,213.7,207.1,151200,0.0,pelt_rbf,2016-02-08,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.009966777408637828
2016-02-09 00:00:00+00:00,207.6,212.6,213.0,205.5,161600,0.0,pelt_rbf,2016-02-09,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.019175455417066223
2016-02-10 00:00:00+00:00,210.2,211.3,211.3,208.0,121600,0.0,pelt_rbf,2016-02-10,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.006114769520225716
2016-02-11 00:00:00+00:00,208.6,209.1,209.8,204.0,166700,0.0,pelt_rbf,2016-02-11,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.010411736867013799
2016-02-12 00:00:00+00:00,208.7,210.0,210.0,207.0,48100,0.0,pelt_rbf,2016-02-12,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.004304160688665792
2016-02-15 00:00:00+00:00,207.1,208.0,210.0,206.6,124800,0.0,pelt_rbf,2016-02-15,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.00952380952380949
2016-02-16 00:00:00+00:00,208.3,205.5,209.5,205.3,22800,0.0,pelt_rbf,2016-02-16,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.012019230769230727
2016-02-17 00:00:00+00:00,206.7,208.7,212.9,206.7,130500,0.0,pelt_rbf,2016-02-17,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.015571776155717698
2016-02-18 00:00:00+00:00,207.5,220.9,220.9,207.5,2651800,0.0,pelt_rbf,2016-02-18,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.058457115476761023
2016-02-19 00:00:00+00:00,221.0,229.0,229.0,218.5,517800,0.0,pelt_rbf,2016-02-19,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.036668175645088175
2016-02-22 00:00:00+00:00,236.5,244.5,246.0,235.6,208300,0.0,pelt_rbf,2016-02-22,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.06768558951965065
2016-02-23 00:00:00+00:00,236.5,244.5,246.0,235.6,208300,0.0,pelt_rbf,2016-02-23,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-02-24 00:00:00+00:00,245.3,250.0,250.0,242.0,1132900,0.0,pelt_rbf,2016-02-24,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.02249488752556239
2016-02-25 00:00:00+00:00,247.4,250.0,252.9,245.0,1039600,0.0,pelt_rbf,2016-02-25,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-02-26 00:00:00+00:00,247.4,247.6,250.0,247.4,165800,0.0,pelt_rbf,2016-02-26,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.009600000000000053
2016-02-29 00:00:00+00:00,244.6,250.2,254.2,243.8,320500,0.0,pelt_rbf,2016-02-29,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.01050080775444262
2016-03-01 00:00:00+00:00,250.2,250.0,254.4,250.0,83800,0.0,pelt_rbf,2016-03-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0007993605115906854
2016-03-02 00:00:00+00:00,253.7,250.0,253.7,249.9,1139000,0.0,pelt_rbf,2016-03-02,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-03-03 00:00:00+00:00,252.8,250.0,253.8,249.2,1220100,0.0,pelt_rbf,2016-03-03,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-03-04 00:00:00+00:00,250.0,250.2,254.3,250.0,299600,0.0,pelt_rbf,2016-03-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0007999999999999119
