timestamp,open,close,high,low,volume,anomaly,method
2020-07-02 00:00:00+00:00,1700.2,1666.0,1792.0,1610.0,310373,0.0,binseg_l2
2020-07-03 00:00:00+00:00,1689.6,1754.8,1776.6,1665.0,372162,0.0,binseg_l2
2020-07-06 00:00:00+00:00,1803.2,1852.0,1918.0,1763.8,915828,0.0,binseg_l2
2020-07-07 00:00:00+00:00,1899.0,1873.0,1927.4,1852.0,643213,0.0,binseg_l2
2020-07-08 00:00:00+00:00,1878.0,1838.6,1889.8,1835.0,136960,0.0,binseg_l2
2020-07-09 00:00:00+00:00,1840.2,1808.0,1855.0,1782.6,165076,0.0,binseg_l2
2020-07-10 00:00:00+00:00,1800.8,1811.8,1838.0,1800.8,88853,0.0,binseg_l2
2020-07-13 00:00:00+00:00,1822.4,1822.0,1838.0,1818.0,90655,0.0,binseg_l2
2020-07-14 00:00:00+00:00,1825.0,1786.6,1825.0,1781.4,95068,0.0,binseg_l2
2020-07-15 00:00:00+00:00,1808.8,1811.8,1845.0,1790.0,117695,0.0,binseg_l2
2020-07-16 00:00:00+00:00,1801.2,1821.0,1822.0,1801.2,43346,0.0,binseg_l2
2020-07-17 00:00:00+00:00,1825.0,1827.0,1840.0,1808.0,101131,0.0,binseg_l2
2020-07-20 00:00:00+00:00,1839.0,1822.0,1841.6,1810.2,103399,0.0,binseg_l2
2020-07-21 00:00:00+00:00,1830.0,1851.2,1878.6,1830.0,168983,0.0,binseg_l2
2020-07-22 00:00:00+00:00,1869.0,1863.0,1874.2,1835.6,181228,0.0,binseg_l2
2020-07-23 00:00:00+00:00,1886.0,1911.0,1915.6,1876.6,330717,0.0,binseg_l2
2020-07-24 00:00:00+00:00,1912.0,1906.2,1915.8,1882.8,205515,0.0,binseg_l2
2020-07-27 00:00:00+00:00,1915.8,1915.0,1935.0,1905.2,183177,0.0,binseg_l2
2020-07-28 00:00:00+00:00,1915.2,1985.0,1990.6,1915.0,168355,0.0,binseg_l2
2020-07-29 00:00:00+00:00,2020.6,2005.8,2021.6,1985.0,259649,0.0,binseg_l2
2020-07-30 00:00:00+00:00,2008.8,1990.0,2026.0,1970.2,119257,0.0,binseg_l2
2020-07-31 00:00:00+00:00,2000.2,1975.0,2022.0,1960.0,118051,0.0,binseg_l2
2020-08-03 00:00:00+00:00,2000.0,2028.0,2051.2,1994.2,271650,0.0,binseg_l2
2020-08-04 00:00:00+00:00,2049.8,2043.0,2062.0,2016.0,227249,0.0,binseg_l2
2020-08-05 00:00:00+00:00,2049.8,2031.4,2054.8,2025.0,175828,0.0,binseg_l2
2020-08-06 00:00:00+00:00,2035.0,1985.0,2040.0,1980.0,265893,0.0,binseg_l2
2020-08-07 00:00:00+00:00,2008.4,1986.0,2010.0,1972.0,164409,0.0,binseg_l2
2020-08-10 00:00:00+00:00,2000.0,1999.4,2009.0,1970.0,117029,0.0,binseg_l2
2020-08-11 00:00:00+00:00,2006.0,1973.0,2008.0,1970.0,286136,0.0,binseg_l2
2020-08-12 00:00:00+00:00,1983.0,1986.6,1989.4,1957.0,133007,0.0,binseg_l2
2020-08-13 00:00:00+00:00,1990.0,2044.0,2055.0,1975.0,396188,0.0,binseg_l2
2020-08-14 00:00:00+00:00,2015.0,2079.8,2085.0,2015.0,344851,0.0,binseg_l2
2020-08-17 00:00:00+00:00,2087.0,2106.0,2145.8,2080.0,553643,0.0,binseg_l2
2020-08-18 00:00:00+00:00,2090.4,2080.0,2138.4,2060.2,306193,0.0,binseg_l2
2020-08-19 00:00:00+00:00,2086.8,2163.0,2195.0,2083.0,584462,0.0,binseg_l2
2020-08-20 00:00:00+00:00,2160.0,2128.8,2189.2,2110.0,455795,0.0,binseg_l2
2020-08-21 00:00:00+00:00,2149.0,2150.0,2224.0,2120.2,538455,0.0,binseg_l2
2020-08-24 00:00:00+00:00,2172.0,2182.6,2214.8,2172.0,416282,0.0,binseg_l2
2020-08-25 00:00:00+00:00,2192.0,2314.0,2344.8,2190.0,752683,0.0,binseg_l2
2020-08-26 00:00:00+00:00,2350.0,2337.6,2360.0,2282.2,1115508,0.0,binseg_l2
2020-08-27 00:00:00+00:00,2348.0,2335.2,2448.0,2304.0,1023378,0.0,binseg_l2
2020-08-28 00:00:00+00:00,2324.4,2299.0,2359.0,2262.8,601833,0.0,binseg_l2
2020-08-31 00:00:00+00:00,2320.0,2350.0,2364.8,2304.8,365922,0.0,binseg_l2
2020-09-01 00:00:00+00:00,2365.0,2390.0,2415.8,2341.0,527498,0.0,binseg_l2
2020-09-02 00:00:00+00:00,2400.0,2316.8,2418.0,2310.8,447961,0.0,binseg_l2
2020-09-03 00:00:00+00:00,2329.0,2268.0,2375.0,2230.0,524599,0.0,binseg_l2
2020-09-04 00:00:00+00:00,2248.0,2200.0,2310.0,2160.0,686429,0.0,binseg_l2
2020-09-07 00:00:00+00:00,2220.0,2182.2,2223.6,2169.8,287882,0.0,binseg_l2
2020-09-08 00:00:00+00:00,2199.8,2110.2,2205.0,2069.2,574653,0.0,binseg_l2
2020-09-09 00:00:00+00:00,2101.0,2143.0,2170.0,2072.4,371536,0.0,binseg_l2
2020-09-10 00:00:00+00:00,2169.0,2138.2,2181.2,2117.0,281382,0.0,binseg_l2
2020-09-11 00:00:00+00:00,2145.0,2129.0,2155.6,2120.0,252722,0.0,binseg_l2
2020-09-14 00:00:00+00:00,2142.0,2210.0,2247.0,2136.2,460985,0.0,binseg_l2
2020-09-15 00:00:00+00:00,2230.6,2228.8,2288.0,2211.6,414981,0.0,binseg_l2
2020-09-16 00:00:00+00:00,2237.0,2177.0,2259.8,2166.0,490173,0.0,binseg_l2
2020-09-17 00:00:00+00:00,2160.0,2222.0,2222.0,2134.0,657972,0.0,binseg_l2
2020-09-18 00:00:00+00:00,2192.0,2220.0,2224.0,2172.4,348122,0.0,binseg_l2
2020-09-21 00:00:00+00:00,2222.0,2180.0,2238.0,2170.2,413398,0.0,binseg_l2
2020-09-22 00:00:00+00:00,2202.2,2244.0,2357.6,2188.0,875666,0.0,binseg_l2
2020-09-23 00:00:00+00:00,2350.0,2351.0,2439.8,2206.2,1850210,0.0,binseg_l2
2020-09-24 00:00:00+00:00,2299.0,2196.0,2299.0,2179.0,2223219,0.0,binseg_l2
2020-09-25 00:00:00+00:00,2227.8,2185.0,2229.4,2163.0,692742,0.0,binseg_l2
2020-09-28 00:00:00+00:00,2181.2,2186.2,2240.0,2170.0,797587,0.0,binseg_l2
2020-09-29 00:00:00+00:00,2218.0,2143.0,2219.4,2135.0,1012210,0.0,binseg_l2
2020-09-30 00:00:00+00:00,2143.0,2136.2,2147.4,2115.0,833951,0.0,binseg_l2
2020-10-01 00:00:00+00:00,2148.8,2162.2,2174.8,2127.0,409919,0.0,binseg_l2
2020-10-02 00:00:00+00:00,2148.0,2218.8,2219.0,2117.2,603032,0.0,binseg_l2
2020-10-05 00:00:00+00:00,2220.0,2180.0,2224.8,2178.6,404604,0.0,binseg_l2
2020-10-06 00:00:00+00:00,2198.0,2170.8,2202.0,2152.0,370070,0.0,binseg_l2
2020-10-07 00:00:00+00:00,2170.0,2154.0,2175.0,2132.4,250070,0.0,binseg_l2
2020-10-08 00:00:00+00:00,2168.2,2179.2,2196.4,2157.0,423649,0.0,binseg_l2
2020-10-09 00:00:00+00:00,2185.4,2171.8,2185.4,2150.4,276287,0.0,binseg_l2
2020-10-12 00:00:00+00:00,2175.0,2239.8,2250.0,2170.0,777301,0.0,binseg_l2
2020-10-13 00:00:00+00:00,2244.4,2270.0,2283.4,2235.2,757414,0.0,binseg_l2
2020-10-14 00:00:00+00:00,2270.0,2275.4,2292.0,2241.6,364874,0.0,binseg_l2
2020-10-15 00:00:00+00:00,2269.0,2265.0,2270.0,2242.6,300033,0.0,binseg_l2
