timestamp,open,close,high,low,volume,anomaly,method
2016-01-01 00:00:00+00:00,93.65,91.4,94.26,91.4,387147,0.0,pelt_rbf
2016-01-04 00:00:00+00:00,91.32,91.85,91.85,90.12,323393,0.0,pelt_rbf
2016-01-05 00:00:00+00:00,91.83,94.3,94.47,91.81,492328,0.0,pelt_rbf
2016-01-06 00:00:00+00:00,94.34,94.44,94.87,93.88,246300,0.0,pelt_rbf
2016-01-07 00:00:00+00:00,94.34,94.44,94.87,93.88,246300,0.0,pelt_rbf
2016-01-08 00:00:00+00:00,94.34,94.44,94.87,93.88,246300,0.0,pelt_rbf
2016-01-11 00:00:00+00:00,92.25,94.5,95.84,91.0,625380,0.0,pelt_rbf
2016-01-12 00:00:00+00:00,94.4,93.75,97.0,93.13,478815,0.0,pelt_rbf
2016-01-13 00:00:00+00:00,93.89,91.6,94.7,91.5,629447,0.0,pelt_rbf
2016-01-14 00:00:00+00:00,91.87,91.65,92.82,90.26,926893,0.0,pelt_rbf
2016-01-15 00:00:00+00:00,91.65,86.59,91.97,86.59,1126868,0.0,pelt_rbf
2016-01-18 00:00:00+00:00,85.9,90.15,90.73,85.2,1014172,0.0,pelt_rbf
2016-01-19 00:00:00+00:00,92.11,90.45,92.3,88.75,661888,0.0,pelt_rbf
2016-01-20 00:00:00+00:00,89.58,90.21,92.07,88.0,1093969,0.0,pelt_rbf
2016-01-21 00:00:00+00:00,90.67,90.0,91.86,89.05,1198064,0.0,pelt_rbf
2016-01-22 00:00:00+00:00,91.12,90.28,91.45,88.5,1176448,0.0,pelt_rbf
2016-01-25 00:00:00+00:00,90.77,90.0,90.85,89.51,401533,0.0,pelt_rbf
2016-01-26 00:00:00+00:00,89.9,90.0,90.5,89.32,547365,0.0,pelt_rbf
2016-01-27 00:00:00+00:00,90.27,93.65,93.9,89.63,770219,0.0,pelt_rbf
2016-01-28 00:00:00+00:00,93.4,92.7,95.15,91.27,898487,0.0,pelt_rbf
2016-01-29 00:00:00+00:00,93.0,95.99,96.0,92.53,1069725,0.0,pelt_rbf
2016-02-01 00:00:00+00:00,95.25,96.5,96.67,94.12,622523,0.0,pelt_rbf
2016-02-02 00:00:00+00:00,96.15,96.2,96.68,94.93,545994,0.0,pelt_rbf
2016-02-03 00:00:00+00:00,95.8,99.6,100.7,95.21,742785,0.0,pelt_rbf
2016-02-04 00:00:00+00:00,95.0,92.3,95.99,92.2,4964420,0.0,pelt_rbf
2016-02-05 00:00:00+00:00,93.19,93.03,95.0,92.52,1310382,0.0,pelt_rbf
2016-02-08 00:00:00+00:00,93.39,91.14,94.0,90.6,819708,0.0,pelt_rbf
2016-02-09 00:00:00+00:00,91.25,91.09,91.95,90.12,725755,0.0,pelt_rbf
2016-02-10 00:00:00+00:00,90.8,90.95,91.5,90.08,757084,0.0,pelt_rbf
2016-02-11 00:00:00+00:00,91.0,89.0,91.16,87.79,1139970,0.0,pelt_rbf
2016-02-12 00:00:00+00:00,89.81,89.58,90.29,88.2,1307313,0.0,pelt_rbf
2016-02-15 00:00:00+00:00,90.3,90.4,90.76,88.75,1059372,0.0,pelt_rbf
2016-02-16 00:00:00+00:00,90.75,91.0,91.77,90.44,838239,0.0,pelt_rbf
2016-02-17 00:00:00+00:00,91.05,91.0,91.6,90.09,605410,0.0,pelt_rbf
2016-02-18 00:00:00+00:00,91.3,92.47,92.89,91.25,804675,0.0,pelt_rbf
2016-02-19 00:00:00+00:00,92.11,89.95,92.11,89.01,600342,0.0,pelt_rbf
2016-02-22 00:00:00+00:00,90.6,92.09,92.32,90.57,529522,0.0,pelt_rbf
2016-02-23 00:00:00+00:00,90.6,92.09,92.32,90.57,529522,0.0,pelt_rbf
2016-02-24 00:00:00+00:00,91.4,93.2,93.3,91.03,1064962,0.0,pelt_rbf
2016-02-25 00:00:00+00:00,93.26,95.09,95.1,93.25,1063702,0.0,pelt_rbf
2016-02-26 00:00:00+00:00,95.16,96.81,97.43,94.9,1861322,0.0,pelt_rbf
2016-02-29 00:00:00+00:00,96.08,99.0,99.0,95.71,897833,0.0,pelt_rbf
2016-03-01 00:00:00+00:00,99.0,97.8,99.32,97.17,720340,0.0,pelt_rbf
2016-03-02 00:00:00+00:00,98.25,97.6,98.7,97.6,542581,0.0,pelt_rbf
2016-03-03 00:00:00+00:00,98.5,97.7,99.25,96.65,882028,0.0,pelt_rbf
2016-03-04 00:00:00+00:00,98.6,99.0,99.43,97.3,1221011,0.0,pelt_rbf
2016-03-07 00:00:00+00:00,99.41,100.5,100.9,98.3,1063536,0.0,pelt_rbf
2016-03-08 00:00:00+00:00,99.41,100.5,100.9,98.3,1063536,0.0,pelt_rbf
2016-03-09 00:00:00+00:00,100.0,99.9,100.78,98.95,593813,0.0,pelt_rbf
2016-03-10 00:00:00+00:00,99.76,101.92,102.5,99.76,889341,0.0,pelt_rbf
2016-03-11 00:00:00+00:00,102.38,101.4,103.85,101.16,768361,0.0,pelt_rbf
2016-03-14 00:00:00+00:00,101.02,103.85,104.48,100.6,1164191,0.0,pelt_rbf
2016-03-15 00:00:00+00:00,103.95,103.7,105.3,102.7,1869629,0.0,pelt_rbf
2016-03-16 00:00:00+00:00,102.85,105.7,106.06,102.85,1486680,0.0,pelt_rbf
2016-03-17 00:00:00+00:00,106.11,105.78,108.1,105.21,1259717,0.0,pelt_rbf
2016-03-18 00:00:00+00:00,106.03,105.2,108.77,105.2,2715845,0.0,pelt_rbf
2016-03-21 00:00:00+00:00,105.88,104.25,106.3,104.25,1126238,0.0,pelt_rbf
2016-03-22 00:00:00+00:00,104.44,103.49,105.94,102.66,939677,0.0,pelt_rbf
2016-03-23 00:00:00+00:00,103.0,104.49,104.91,102.77,935339,0.0,pelt_rbf
2016-03-24 00:00:00+00:00,104.2,104.6,105.3,103.77,744297,0.0,pelt_rbf
2016-03-25 00:00:00+00:00,105.1,104.88,105.74,104.2,248689,0.0,pelt_rbf
2016-03-28 00:00:00+00:00,104.88,103.18,105.98,102.65,501591,0.0,pelt_rbf
2016-03-29 00:00:00+00:00,103.0,100.91,103.2,99.2,1198616,0.0,pelt_rbf
2016-03-30 00:00:00+00:00,101.35,101.81,102.26,99.9,1199429,0.0,pelt_rbf
2016-03-31 00:00:00+00:00,101.81,105.05,105.05,101.02,1365728,0.0,pelt_rbf
2016-04-01 00:00:00+00:00,104.7,105.05,105.05,103.11,926187,0.0,pelt_rbf
2016-04-04 00:00:00+00:00,105.0,103.52,105.49,103.35,531591,0.0,pelt_rbf
2016-04-05 00:00:00+00:00,103.06,102.4,103.09,101.34,576534,0.0,pelt_rbf
2016-04-06 00:00:00+00:00,103.0,102.67,103.37,102.05,590436,0.0,pelt_rbf
2016-04-07 00:00:00+00:00,103.19,103.0,103.36,101.5,504802,0.0,pelt_rbf
2016-04-08 00:00:00+00:00,103.2,104.2,104.99,102.5,599499,0.0,pelt_rbf
2016-04-11 00:00:00+00:00,104.48,104.55,105.38,103.96,534549,0.0,pelt_rbf
2016-04-12 00:00:00+00:00,104.21,104.9,105.49,103.55,614026,0.0,pelt_rbf
2016-04-13 00:00:00+00:00,104.9,104.9,106.0,104.41,866117,0.0,pelt_rbf
