model,1,6
CatBoostModel,2.1873424413172184,2.447776745901956
RandomForest,1.9623782974023645,2.0607098555607393
RegressionModel,1.9623782974023645,2.0607098555607393
XGBModel,2.0609183330245853,2.2998710867849934
