ticker,stage,model,rmse,mape,da,time,predictions,actual,features_count,features
PIKK,1,RandomForest,21.027524167148165,3.213995500432233,55.55555555555556,2.5645985126495363,"[435.51, 430.2339999999998, 447.8669999999999, 478.46399999999994, 455.445, 499.01800000000026, 509.85400000000016, 509.57399999999996, 508.56200000000007, 504.12999999999977]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close']
PIKK,1,XGBModel,23.196381740327762,3.7214036949613525,66.66666666666666,0.1274707794189453,"[431.8743896484375, 429.2156677246094, 435.2275695800781, 485.10430908203125, 459.2964782714844, 496.7771301269531, 503.7839660644531, 514.8206787109375, 513.6558227539062, 504.9703674316406]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close']
PIKK,1,CatBoostModel,29.432386173644144,5.208843386773932,66.66666666666666,1.9267518043518066,"[443.47076568813316, 431.20330194559745, 439.66114767500926, 450.4800595951257, 459.3847751481009, 463.9389668552326, 500.95386855937335, 516.3855317991465, 532.4458321447337, 515.2328840211027]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close']
PIKK,1,RegressionModel,21.027524167148165,3.213995500432233,55.55555555555556,2.5766672134399413,"[435.51, 430.2339999999998, 447.8669999999999, 478.46399999999994, 455.445, 499.01800000000026, 509.85400000000016, 509.57399999999996, 508.56200000000007, 504.12999999999977]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",1,['close']
PIKK,6,RandomForest,20.331476210546043,3.4207358959948553,55.55555555555556,20.239355945587157,"[435.9580000000001, 431.9699999999999, 443.01999999999975, 477.93399999999986, 465.4750000000002, 494.64400000000006, 503.38200000000006, 508.3979999999998, 512.9279999999999, 505.2339999999998]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
PIKK,6,XGBModel,22.418745215950995,3.3821188176482164,44.44444444444444,0.9744277000427246,"[435.77581787109375, 430.5779113769531, 438.7334899902344, 487.9648742675781, 455.07568359375, 509.6541748046875, 502.0873107910156, 504.88641357421875, 507.2112731933594, 492.63482666015625]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
PIKK,6,CatBoostModel,20.27166650806067,3.493088728931669,55.55555555555556,7.859434771537781,"[432.6649387596437, 429.62269204429134, 450.94353116768315, 464.8495313473219, 471.3871949203376, 493.02593892053585, 514.7742613139458, 497.1834730895643, 519.9690772136612, 513.1982659249749]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
PIKK,6,RegressionModel,20.331476210546043,3.4207358959948553,55.55555555555556,20.020004653930663,"[435.9580000000001, 431.9699999999999, 443.01999999999975, 477.93399999999986, 465.4750000000002, 494.64400000000006, 503.38200000000006, 508.3979999999998, 512.9279999999999, 505.2339999999998]","[433.2, 450.0, 478.2, 471.4, 504.6, 511.6, 514.2, 516.0, 503.7, 484.2]",20,"['close', 'anomaly', 'weighted_score_with_decay', 'open', 'high', 'low', 'volume', 'EMA_14', 'RSI_14', 'MACD', 'return', 'ATR_14', 'VWAP', 'value__mean', 'value__maximum', 'value__minimum', 'value__standard_deviation', 'value__partial_autocorrelation__lag_3', 'value__autocorrelation__lag_5', 'value__longest_strike_above_mean']"
SBER,1,RandomForest,4.75290572997198,1.338611020072277,66.66666666666666,2.455428457260132,"[303.9226999999998, 299.39249999999987, 307.15019999999987, 313.63639999999987, 310.5549999999998, 310.9556999999997, 315.90830000000017, 320.55510000000015, 320.4507000000001, 313.28559999999993]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",1,['close']
SBER,1,XGBModel,4.637605184910132,1.229718963445125,77.77777777777779,0.11776022911071778,"[302.59124755859375, 299.8365478515625, 307.7174072265625, 306.1836242675781, 312.04119873046875, 312.33709716796875, 317.467041015625, 318.10931396484375, 321.76519775390625, 314.4501037597656]","[300.01, 308.12, 312.25, 310.0, 310.16, 316.69, 317.58, 318.18, 314.23, 309.41]",1,['close']
